Name,Traits,Free Hours
Ivory,Logical[3];Innovative[2];Reliable[3];Overly Competitive[-1];Impulsive[-1],0
Adelice,Detail-Oriented[3];Reliable[3];Logical[3];Skeptical[-1];Resistant to Change[-2],35
Giralda,Collaborative[2];Logical[3];Organized[2];Impatient[-1];Passive[-1],18
Therese,Time-Manager[3];Reliable[3];Innovative[2];Intolerant[-2];Overly Critical[-2],20
Josephine,Mediator[2];Collaborative[2];Strategic[3];Perfectionist (to a fault)[-1];Non-communicative[-2],16
Scarlett,Reliable[3];Tech-Savvy[2];Organized[2];Overbearing[-1];Impulsive[-1],16
Dania,Collaborative[2];Communicative[2];Reliable[3];Resistant to Change[-2];Non-communicative[-2],28
Ludovika,Creative Thinker[2];Reliable[3];Diplomatic[2];Overly Critical[-2];Moody[-1],0
Gertruda,Analytical[3];Flexible[2];Diplomatic[2];Easily Distracted[-1];Rigid[-2],39
Ailis,Flexible[2];Strategic[3];Supportive[2];Uncooperative[-2];Defensive[-1],9
Vivi,Tech-Savvy[2];Analytical[3];Collaborative[2];Intolerant[-2];Micromanaging[-2],34
Barrie,Mediator[2];Innovative[2];Leadership[4];Intolerant[-2];Pessimistic[-1],20
Cinderella,Problem-Solver[3];Supportive[2];Diplomatic[2];Passive[-1];Skeptical[-1],5
Petra,Supportive[2];Collaborative[2];Strategic[3];Narrow-Minded[-2];Passive[-1],7
Adela,Time-Manager[3];Tech-Savvy[2];Communicative[2];Aloof[-1];Unempathetic[-2],22
Alicia,Diplomatic[2];Leadership[4];Analytical[3];Aloof[-1];Impulsive[-1],5
Cheslie,Reliable[3];Logical[3];Collaborative[2];Overbearing[-1];Micromanaging[-2],32
Flossie,Leadership[4];Innovative[2];Organized[2];Moody[-1];Intolerant[-2],37
Lonni,Time-Manager[3];Tech-Savvy[2];Resourceful[2];Procrastinator[-3];Dismissive[-2],17
Danielle,Organized[2];Flexible[2];Strategic[3];Defensive[-1];Micromanaging[-2],15
Marilin,Problem-Solver[3];Mediator[2];Strategic[3];Rigid[-2];Easily Distracted[-1],27
Sula,Problem-Solver[3];Mediator[2];Time-Manager[3];Conflict-Averse[-2];Uncooperative[-2],12
Essy,Flexible[2];Analytical[3];Logical[3];Passive[-1];Rigid[-2],22
Elnora,Mediator[2];Time-Manager[3];Creative Thinker[2];Overly Critical[-2];Pessimistic[-1],27
Catherine,Communicative[2];Organized[2];Collaborative[2];Passive[-1];Impatient[-1],6
Evaleen,Communicative[2];Time-Manager[3];Tech-Savvy[2];Intolerant[-2];Defensive[-1],15
Halimeda,Analytical[3];Flexible[2];Supportive[2];Resistant to Change[-2];Dismissive[-2],22
Kirsteni,Supportive[2];Empathetic[3];Communicative[2];Perfectionist (to a fault)[-1];Overbearing[-1],32
Ariella,Empathetic[3];Communicative[2];Flexible[2];Conflict-Averse[-2];Impatient[-1],12
Janna,Leadership[4];Innovative[2];Empathetic[3];Micromanaging[-2];Stubborn[-1],10
Cordi,Reliable[3];Flexible[2];Resourceful[2];Intolerant[-2];Unreliable[-3],11
Eleanore,Communicative[2];Logical[3];Flexible[2];Conflict-Averse[-2];Overly Critical[-2],29
Imogene,Supportive[2];Collaborative[2];Strategic[3];Intolerant[-2];Procrastinator[-3],3
Georgie,Empathetic[3];Logical[3];Mediator[2];Overly Critical[-2];Easily Distracted[-1],1
Junina,Problem-Solver[3];Collaborative[2];Logical[3];Overly Critical[-2];Overbearing[-1],35
Doll,Logical[3];Reliable[3];Empathetic[3];Impulsive[-1];Uncooperative[-2],31
Yvonne,Communicative[2];Organized[2];Resourceful[2];Pessimistic[-1];Non-communicative[-2],3
Clio,Creative Thinker[2];Reliable[3];Leadership[4];Unempathetic[-2];Passive[-1],18
Clea,Flexible[2];Problem-Solver[3];Resourceful[2];Indecisive[-2];Uncooperative[-2],34
Nicola,Tech-Savvy[2];Mediator[2];Analytical[3];Moody[-1];Uncooperative[-2],38
Leeann,Reliable[3];Supportive[2];Detail-Oriented[3];Impulsive[-1];Micromanaging[-2],19
Horatia,Resourceful[2];Time-Manager[3];Logical[3];Intolerant[-2];Pessimistic[-1],28
Hyacinthie,Empathetic[3];Leadership[4];Analytical[3];Rigid[-2];Overbearing[-1],31
Lurlene,Mediator[2];Strategic[3];Time-Manager[3];Uncooperative[-2];Stubborn[-1],9
Lenora,Time-Manager[3];Innovative[2];Leadership[4];Unempathetic[-2];Intolerant[-2],0
Myrlene,Communicative[2];Tech-Savvy[2];Problem-Solver[3];Unreliable[-3];Rigid[-2],36
Bibbye,Empathetic[3];Flexible[2];Diplomatic[2];Aloof[-1];Dismissive[-2],32
Prudi,Analytical[3];Flexible[2];Innovative[2];Uncooperative[-2];Easily Distracted[-1],32
Kellen,Creative Thinker[2];Communicative[2];Analytical[3];Overbearing[-1];Moody[-1],14
Rhody,Supportive[2];Resourceful[2];Empathetic[3];Resistant to Change[-2];Overbearing[-1],39
Melisa,Organized[2];Detail-Oriented[3];Diplomatic[2];Stubborn[-1];Overbearing[-1],33
Iormina,Resourceful[2];Mediator[2];Innovative[2];Aloof[-1];Moody[-1],19
